neighbourhood,month,year,count 
Woburn,May,2010,2
Dorset Park,May,2010,5
Woodbine Corridor,May,2010,4
Old East York,May,2010,2
East End-Danforth,May,2010,5
Mimico,May,2010,3
Banbury-Don Mills,May,2010,4
Newtonbrook East,May,2010,5
Pleasant View,May,2010,5
Bay Street Corridor,May,2010,3
Oakridge,May,2010,2
Oakridge,May,2010,2
Bay Street Corridor,May,2010,5
Wexford/Maryvale,May,2010,3
Bay Street Corridor,May,2010,2
Guildwood,May,2010,3
Danforth,May,2010,5
Humber Heights-Westmount,May,2010,4
Don Valley Village,May,2010,4
Steeles,May,2010,5
Humbermede,May,2010,2
Rustic,May,2010,3
Bedford Park-Nortown,May,2010,4
Humbermede,May,2010,2
Westminster-Branson,May,2010,4
Willowdale West,May,2010,5
Englemount-Lawrence,May,2010,3
Don Valley Village,May,2010,2
Kingsway South,May,2010,4
Weston,May,2010,4
Black Creek,May,2010,4
Clairlea-Birchmount,May,2010,4
Brookhaven-Amesbury,May,2010,3
Rexdale-Kipling,May,2010,5
Kingsview Village-The Westway,May,2010,4
Princess-Rosethorn,May,2010,3
Victoria Village,May,2010,5
Leaside-Bennington,May,2010,2
Woburn,May,2010,4
Bay Street Corridor,May,2010,3
Mount Pleasant West,May,2010,2
Birchcliffe-Cliffside,May,2010,3
East End-Danforth,May,2010,3
Lawrence Park North,May,2010,5
Elms-Old Rexdale,May,2010,5
Kennedy Park,May,2010,2
O'Connor-Parkview,May,2010,2
Yonge-Eglinton,May,2010,5
Rockcliffe-Smythe,May,2010,5
Agincourt North,May,2010,3
Humewood-Cedarvale,May,2010,4
Milliken,May,2010,4
Broadview North,May,2010,5
Bayview Village,May,2010,2
North St.James Town,May,2010,4
Woburn,May,2010,3
Pelmo Park-Humberlea,May,2010,3
Playter Estates-Danforth,May,2010,4
Dorset Park,May,2010,2
Moss Park,May,2010,5
Newtonbrook East,May,2010,5
Weston,May,2010,5
Danforth,May,2010,5
Mount Pleasant East,May,2010,3
Mount Pleasant West,May,2010,2
Caledonia-Fairbank,May,2010,4
Long Branch,May,2010,4
Briar Hill-Belgravia,May,2010,2
Cliffcrest,May,2010,5
Eglinton East,May,2010,5
North Riverdale,May,2010,3
Bendale,May,2010,2
Agincourt North,May,2010,2
Bridle Path-Sunnybrook-York Mills,May,2010,5
Rouge,May,2010,4
Lambton Baby Point,May,2010,4
Bedford Park-Nortown,May,2010,3
Rockcliffe-Smythe,May,2010,4
O'Connor-Parkview,May,2010,3
North Riverdale,May,2010,3
Cabbagetown-South St.James Town,May,2010,3
Willowdale West,May,2010,3
Eglinton East,May,2010,4
Humbermede,May,2010,2
Edenbridge-Humber Valley,May,2010,3
Cabbagetown-South St.James Town,May,2010,5
Moss Park,May,2010,3
Yonge-St.Clair,May,2010,5
Woodbine-Lumsden,May,2010,5
South Parkdale,May,2010,2
Mimico,May,2010,2
North St.James Town,May,2010,5
Steeles,May,2010,4
Morningside,May,2010,4
Forest Hill South,May,2010,2
Lawrence Park North,May,2010,2
Banbury-Don Mills,May,2010,3
Pelmo Park-Humberlea,May,2010,3
Englemount-Lawrence,May,2010,2
Islington-City Centre West,May,2010,4
Humber Summit,May,2010,4
West Hill,May,2010,5
Humewood-Cedarvale,May,2010,4
Victoria Village,June,2010,3
Lawrence Park North,June,2010,4
Rustic,June,2010,4
Westminster-Branson,June,2010,2
Henry Farm,June,2010,3
The Beaches,June,2010,4
Bridle Path-Sunnybrook-York Mills,June,2010,3
Highland Creek,June,2010,3
Eglinton East,June,2010,5
Cabbagetown-South St.James Town,June,2010,3
Blake-Jones,June,2010,4
Cliffcrest,June,2010,4
Moss Park,June,2010,5
Long Branch,June,2010,5
Bridle Path-Sunnybrook-York Mills,June,2010,4
Cliffcrest,June,2010,5
Danforth-East York,June,2010,3
Woodbine-Lumsden,June,2010,4
Englemount-Lawrence,June,2010,3
Moss Park,June,2010,2
Don Valley Village,June,2010,5
Kennedy Park,June,2010,2
Regent Park,June,2010,2
New Toronto,June,2010,2
North Riverdale,June,2010,4
Clairlea-Birchmount,June,2010,4
The Beaches,June,2010,5
Casa Loma,June,2010,4
York University Heights,June,2010,2
North St.James Town,June,2010,5
Forest Hill North,June,2010,5
Yonge-Eglinton,June,2010,4
Briar Hill-Belgravia,June,2010,3
Rexdale-Kipling,June,2010,5
Birchcliffe-Cliffside,June,2010,4
Mount Pleasant West,June,2010,2
Weston,June,2010,5
York University Heights,June,2010,5
Beechborough-Greenbrook,June,2010,5
West Hill,June,2010,2
Long Branch,June,2010,3
Yorkdale-Glen Park,June,2010,3
Mimico,June,2010,3
Hillcrest Village,June,2010,3
Forest Hill North,June,2010,2
West Hill,June,2010,2
Downsview-Roding-CFB,June,2010,5
Newtonbrook East,June,2010,3
Regent Park,June,2010,2
Rouge,June,2010,2
Keelesdale-Eglinton West,June,2010,2
High Park North,June,2010,3
Maple Leaf,June,2010,3
Beechborough-Greenbrook,June,2010,5
Englemount-Lawrence,June,2010,2
Birchcliffe-Cliffside,June,2010,3
Eringate-Centennial-West DeaneMarkland Wood,June,2010,3
South Parkdale,June,2010,3
West Humber-Clairville,June,2010,4
Centennial Scarborough,June,2010,4
Little Portugal,June,2010,5
Rockcliffe-Smythe,June,2010,5
Lansing-Westgate,June,2010,4
Briar Hill-Belgravia,June,2010,4
Forest Hill South,June,2010,5
Victoria Village,June,2010,3
Humber Heights-Westmount,June,2010,2
Steeles,June,2010,4
Regent Park,June,2010,4
Humbermede,June,2010,3
Roncesvalles,June,2010,3
Kingsview Village-The Westway,June,2010,3
Downsview-Roding-CFB,June,2010,2
Downsview-Roding-CFB,June,2010,3
York University Heights,June,2010,2
Elms-Old Rexdale,June,2010,4
High Park-Swansea,June,2010,4
Humber Summit,June,2010,5
Danforth,June,2010,5
Beechborough-Greenbrook,June,2010,4
Trinity-Bellwoods,June,2010,2
Humewood-Cedarvale,June,2010,5
Flemingdon Park,June,2010,4
Beechborough-Greenbrook,June,2010,2
Westminster-Branson,June,2010,2
Agincourt South-Malvern West,June,2010,5
Humber Summit,June,2010,3
Mimico,June,2010,2
Willowdale West,June,2010,4
Yonge-St.Clair,June,2010,2
Kensington-Chinatown,June,2010,2
High Park-Swansea,June,2010,3
Mimico,June,2010,4
Moss Park,June,2010,3
Bayview Village,June,2010,3
Yonge-St.Clair,June,2010,5
Cliffcrest,June,2010,3
Kennedy Park,June,2010,5
Morningside,June,2010,4
Mount Dennis,June,2010,5
Edenbridge-Humber Valley,June,2010,4
Guildwood,June,2010,3
Moss Park,June,2010,2
Old East York,June,2010,2
Briar Hill-Belgravia,June,2010,3
Mount Dennis,June,2010,3
Bay Street Corridor,June,2010,4
South Parkdale,June,2010,3
L'Amoreaux,June,2010,5
Forest Hill North,June,2010,3
Broadview North,June,2010,3
Bendale,June,2010,5
Niagara,June,2010,2
Little Portugal,June,2010,3
Kennedy Park,June,2010,2
Broadview North,June,2010,4
Briar Hill-Belgravia,June,2010,5
Pelmo Park-Humberlea,June,2010,3
Briar Hill-Belgravia,June,2010,2
Mount Pleasant West,June,2010,3
Forest Hill South,June,2010,2
West Humber-Clairville,June,2010,3
Elms-Old Rexdale,June,2010,2
Don Valley Village,June,2010,2
Banbury-Don Mills,June,2010,5
Westminster-Branson,June,2010,5
North Riverdale,June,2010,2
Brookhaven-Amesbury,June,2010,5
Mount Dennis,June,2010,3
New Toronto,June,2010,3
Bayview Village,June,2010,5
Weston,June,2010,2
Waterfront Communities-The Island,June,2010,4
Eglinton East,June,2010,3
Roncesvalles,June,2010,2
Cliffcrest,June,2010,2
Bridle Path-Sunnybrook-York Mills,June,2010,4
North St.James Town,June,2010,3
Birchcliffe-Cliffside,June,2010,2
East End-Danforth,June,2010,5
Danforth,June,2010,2
New Toronto,July,2010,5
Lawrence Park South,July,2010,5
Roncesvalles,July,2010,4
Long Branch,July,2010,4
West Hill,July,2010,3
Wexford/Maryvale,July,2010,2
Old East York,July,2010,2
Woodbine-Lumsden,July,2010,3
Casa Loma,July,2010,4
Rouge,July,2010,5
Kingsway South,July,2010,2
Princess-Rosethorn,July,2010,5
O'Connor-Parkview,July,2010,2
The Beaches,July,2010,4
Princess-Rosethorn,July,2010,3
Cabbagetown-South St.James Town,July,2010,5
Greenwood-Coxwell,July,2010,2
Roncesvalles,July,2010,4
Old East York,July,2010,2
North Riverdale,July,2010,4
Ionview,July,2010,3
Kingsview Village-The Westway,July,2010,5
Ionview,July,2010,2
Birchcliffe-Cliffside,July,2010,4
Ionview,July,2010,4
North Riverdale,July,2010,5
Henry Farm,July,2010,5
Roncesvalles,July,2010,3
Humbermede,July,2010,4
Forest Hill North,July,2010,4
Black Creek,July,2010,5
Milliken,July,2010,4
Roncesvalles,July,2010,3
Oakridge,July,2010,2
Cliffcrest,July,2010,2
Oakwood Village,July,2010,4
Thorncliffe Park,July,2010,2
Roncesvalles,July,2010,4
Willowdale West,July,2010,5
Niagara,July,2010,3
Long Branch,July,2010,2
Waterfront Communities-The Island,July,2010,5
Victoria Village,July,2010,5
Humewood-Cedarvale,July,2010,3
Elms-Old Rexdale,July,2010,2
Yorkdale-Glen Park,July,2010,4
West Hill,July,2010,2
Agincourt North,July,2010,4
Brookhaven-Amesbury,July,2010,4
Willowdale East,July,2010,2
Newtonbrook East,July,2010,3
Humewood-Cedarvale,July,2010,2
Kingsview Village-The Westway,July,2010,5
Lambton Baby Point,July,2010,3
Rustic,July,2010,5
South Parkdale,July,2010,2
Playter Estates-Danforth,July,2010,4
Thorncliffe Park,July,2010,3
Wexford/Maryvale,July,2010,4
Trinity-Bellwoods,July,2010,5
Highland Creek,July,2010,3
Humbermede,July,2010,4
Victoria Village,July,2010,3
Bendale,July,2010,4
Church-Yonge Corridor,July,2010,4
Henry Farm,July,2010,2
Bridle Path-Sunnybrook-York Mills,July,2010,5
Princess-Rosethorn,July,2010,4
West Hill,July,2010,5
Rockcliffe-Smythe,July,2010,4
West Humber-Clairville,July,2010,2
Blake-Jones,July,2010,3
Don Valley Village,July,2010,5
Islington-City Centre West,July,2010,5
Princess-Rosethorn,July,2010,5
Bayview Village,July,2010,3
Woodbine-Lumsden,July,2010,4
Woburn,July,2010,4
Rosedale-Moore Park,July,2010,5
Maple Leaf,July,2010,4
Broadview North,July,2010,3
Agincourt North,July,2010,2
Tam O'Shanter-Sullivan,July,2010,5
Woodbine-Lumsden,July,2010,5
Yorkdale-Glen Park,July,2010,5
Oakwood Village,July,2010,5
Mount Olive-Silverstone-Jamestown,July,2010,4
Black Creek,July,2010,2
Mimico,July,2010,2
Leaside-Bennington,July,2010,3
Rustic,July,2010,5
Old East York,July,2010,4
Hillcrest Village,July,2010,4
Bridle Path-Sunnybrook-York Mills,July,2010,5
St.Andrew-Windfields,July,2010,4
Milliken,July,2010,3
Wexford/Maryvale,July,2010,4
Pelmo Park-Humberlea,July,2010,4
The Beaches,July,2010,4
Etobicoke West Mall,July,2010,5
Scarborough Village,July,2010,4
University,July,2010,4
Maple Leaf,July,2010,4
Woodbine-Lumsden,July,2010,3
Annex,July,2010,4
Mount Dennis,July,2010,2
High Park North,July,2010,2
Mount Pleasant East,July,2010,4
Pleasant View,July,2010,2
Mount Dennis,July,2010,4
Milliken,July,2010,5
South Riverdale,July,2010,3
Weston,July,2010,2
Islington-City Centre West,July,2010,5
Cliffcrest,July,2010,3
Eglinton East,July,2010,4
Casa Loma,July,2010,5
Bridle Path-Sunnybrook-York Mills,July,2010,3
Cliffcrest,July,2010,2
Alderwood,July,2010,4
Woodbine Corridor,July,2010,4
Moss Park,July,2010,3
Milliken,July,2010,5
Niagara,July,2010,3
Agincourt South-Malvern West,July,2010,4
Stonegate-Queensway,July,2010,4
Agincourt North,July,2010,5
Forest Hill North,July,2010,2
Alderwood,July,2010,4
Agincourt South-Malvern West,July,2010,4
Runnymede-Bloor West VillageJunction Area,July,2010,5
Bendale,July,2010,5
Palmerston-Little Italy,July,2010,3
Greenwood-Coxwell,July,2010,3
University,July,2010,3
Oakwood Village,July,2010,4
Yorkdale-Glen Park,July,2010,3
Islington-City Centre West,July,2010,3
Rosedale-Moore Park,July,2010,4
Runnymede-Bloor West VillageJunction Area,July,2010,4
Mimico,July,2010,4
Westminster-Branson,August,2010,2
Thorncliffe Park,August,2010,4
Forest Hill North,August,2010,4
Pleasant View,August,2010,3
Moss Park,August,2010,2
Willowdale East,August,2010,3
Rexdale-Kipling,August,2010,2
Humbermede,August,2010,5
Mimico,August,2010,2
Kingsview Village-The Westway,August,2010,5
High Park North,August,2010,4
Woodbine-Lumsden,August,2010,5
Highland Creek,August,2010,3
Blake-Jones,August,2010,4
Rosedale-Moore Park,August,2010,5
Oakridge,August,2010,5
Broadview North,August,2010,3
Taylor-Massey,August,2010,4
Niagara,August,2010,3
Thistletown-Beaumond Heights,August,2010,4
Flemingdon Park,August,2010,3
Forest Hill South,August,2010,2
Englemount-Lawrence,August,2010,5
Henry Farm,August,2010,5
Hillcrest Village,August,2010,3
Rustic,August,2010,2
Annex,August,2010,4
Willowdale West,August,2010,5
Regent Park,August,2010,3
Thorncliffe Park,August,2010,4
Leaside-Bennington,August,2010,3
Old East York,August,2010,2
Kennedy Park,August,2010,4
North Riverdale,August,2010,2
Clairlea-Birchmount,August,2010,3
Mount Pleasant East,August,2010,2
Danforth,August,2010,4
East End-Danforth,August,2010,5
New Toronto,August,2010,3
High Park-Swansea,August,2010,2
Woodbine-Lumsden,August,2010,5
Church-Yonge Corridor,August,2010,5
Etobicoke West Mall,August,2010,4
Mount Pleasant West,August,2010,3
Flemingdon Park,August,2010,4
Weston,August,2010,3
Malvern,August,2010,5
Kensington-Chinatown,August,2010,5
Victoria Village,August,2010,2
Thorncliffe Park,August,2010,3
Runnymede-Bloor West VillageJunction Area,August,2010,5
St.Andrew-Windfields,August,2010,4
Dufferin Grove,August,2010,4
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,August,2010,5
Bendale,August,2010,4
Bendale,August,2010,3
Church-Yonge Corridor,August,2010,2
West Hill,August,2010,3
Mount Dennis,August,2010,3
Casa Loma,August,2010,4
Newtonbrook West,August,2010,5
Eglinton East,August,2010,4
Danforth,August,2010,3
Leaside-Bennington,August,2010,5
Westminster-Branson,August,2010,3
Yonge-St.Clair,August,2010,4
Lambton Baby Point,August,2010,3
Oakwood Village,August,2010,4
Bathurst Manor,August,2010,4
Annex,August,2010,2
East End-Danforth,August,2010,3
Pelmo Park-Humberlea,August,2010,2
Kensington-Chinatown,August,2010,3
Eringate-Centennial-West DeaneMarkland Wood,August,2010,4
High Park-Swansea,August,2010,3
Waterfront Communities-The Island,August,2010,2
Malvern,August,2010,4
Mount Pleasant West,August,2010,4
Agincourt South-Malvern West,August,2010,2
Henry Farm,August,2010,5
Henry Farm,August,2010,5
Kingsway South,August,2010,5
Cliffcrest,August,2010,5
Long Branch,August,2010,3
North Riverdale,August,2010,2
Maple Leaf,August,2010,2
Kensington-Chinatown,August,2010,4
Rexdale-Kipling,August,2010,3
O'Connor-Parkview,August,2010,4
Etobicoke West Mall,August,2010,2
Niagara,August,2010,5
Englemount-Lawrence,August,2010,5
West Hill,August,2010,4
Alderwood,August,2010,3
Kensington-Chinatown,August,2010,4
North St.James Town,August,2010,3
Agincourt North,August,2010,3
Bedford Park-Nortown,August,2010,4
Highland Creek,August,2010,5
Lambton Baby Point,August,2010,4
Edenbridge-Humber Valley,August,2010,2
Westminster-Branson,August,2010,4
Bridle Path-Sunnybrook-York Mills,August,2010,2
Church-Yonge Corridor,August,2010,5
Flemingdon Park,August,2010,5
O'Connor-Parkview,August,2010,4
Humber Summit,August,2010,4
Kensington-Chinatown,August,2010,5
South Parkdale,August,2010,5
Clanton Park,August,2010,5
Leaside-Bennington,August,2010,5
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,August,2010,5
Rouge,August,2010,4
Edenbridge-Humber Valley,August,2010,3
Victoria Village,August,2010,5
Scarborough Village,August,2010,4
The Beaches,August,2010,5
Mimico,August,2010,4
Birchcliffe-Cliffside,August,2010,4
Weston,August,2010,3
Bridle Path-Sunnybrook-York Mills,August,2010,3
Woodbine-Lumsden,August,2010,4
Waterfront Communities-The Island,August,2010,5
Malvern,August,2010,2
Kennedy Park,August,2010,2
Morningside,August,2010,4
Lambton Baby Point,August,2010,3
Westminster-Branson,August,2010,4
Regent Park,August,2010,4
Danforth,August,2010,3
